id,ConceptA,ConceptB_Pre,prerequisite,Substituido,
1139,Computer_programming,Concurrency_(computer_science),0,N,
1140,Embedded_system,Personal_computer,0,N,
1141,Database,Functional_programming,0,N,
1142,Object-oriented_programming,Formal_methods,0,N,
1143,Graph_theory,P_versus_NP_problem,0,N,
1144,Concurrency_(computer_science),Analysis_of_algorithms,0,N,
1145,Data,Wavelet,0,N,
1146,Genetics,Dynamic_programming,0,N,
1147,Concurrency_(computer_science),Computational_geometry,0,N,
1148,Application_programming_interface,Java_(programming_language),0,N,
1149,First-order_logic,Data_type,0,N,
1150,Information_theory,Algorithm,0,N,
1151,Data_compression,Markov_chain,0,N,
1152,Modular_programming,Parallel_computing,0,N,
1153,Operating_system,Graphical_user_interface,0,N,
1154,Programming_paradigm,Graph_theory,0,N,
1155,Graph_theory,Probability_theory,0,N,
1156,Design_of_experiments,Statistical_inference,0,N,
1157,Computational_complexity_theory,Parallel_computing,0,N,
1158,Sparse_matrix,Iterative_method,0,N,
1159,Dynamic_programming,Linear_programming,0,N,
1160,Statistics,Software_engineering,0,N,
1161,Modular_programming,Control_flow,0,N,
1162,Database,Complex_systems,0,N,
1163,Java_(programming_language),Graphical_user_interface,0,N,
1164,Molecular_biology,Genomics,0,N,
1165,Logic_programming,Assembly_language,0,N,
1166,Grammar,Computability,0,N,
1167,Graph_theory,NP-completeness,0,N,
1168,Algorithm,Data_(computing),0,N,
1169,Knowledge_representation_and_reasoning,Procedural_programming,0,N,
1170,Operating_system,Computer_network,0,N,
1171,Sentiment_analysis,Speech_recognition,0,N,
1172,ML_(programming_language),Lisp_(programming_language),0,N,
1173,Data_model,Software,0,N,
1174,Functional_programming,Object-oriented_programming,0,N,
1175,String_(computer_science),Floating_point,0,N,
1176,Software_design,Database,0,N,
1177,Artificial_intelligence,Logic_programming,0,N,
1178,Functional_programming,Analysis_of_algorithms,0,N,
1179,Linguistics,Artificial_intelligence,0,N,
1180,Software_engineering,Database,0,N,
1181,Functional_programming,Scope_(computer_science),0,N,
1182,Mathematical_optimization,Number_theory,0,N,
1183,Concurrent_computing,Assembly_language,0,N,
1184,Machine_learning,Software_engineering,0,N,
1185,Input/output,Prolog,0,N,
1186,Knowledge_representation_and_reasoning,Logic_programming,0,N,
1187,Sufficient_statistic,Statistical_hypothesis_testing,0,N,
1188,String_(computer_science),Finite_set,0,N,
1189,Programmer,Software_engineering,0,N,
1190,User_interface,Operating_system,0,N,
1191,JavaScript,Software_framework,0,N,
1192,Artificial_intelligence,Computational_chemistry,0,N,
1193,Finite-state_machine,String_(computer_science),0,N,
1194,Operating_system,Application_programming_interface,0,N,
1195,Control_flow,Assembly_language,0,N,
1196,Data_structure,Object_(computer_science),0,N,
1197,Undecidable_problem,Programming_language,0,N,
1198,String_(computer_science),Algorithm,0,N,
1199,Probability_theory,Algorithm,0,N,
1200,Wavelet,Correlation_and_dependence,0,N,
1201,Embedded_system,Virtual_memory,0,N,
1202,Question_answering,Prolog,0,N,
1203,Approximation_algorithm,Dynamic_programming,0,N,
1204,Quantum_computing,Graph_theory,0,N,
1205,SQL,Operating_system,0,N,
1206,E-commerce,Cryptography,0,N,
1207,Programming_paradigm,Mathematics,0,N,
1208,Database,File_system,0,N,
1209,Regular_language,Pushdown_automaton,0,N,
1210,Linear_programming,Dynamic_programming,0,N,
1211,Object-oriented_programming,Logic_programming,0,N,
1212,Natural_language,Algorithm,0,N,
1213,Monad_(functional_programming),Linked_list,0,N,
1214,Compiler,Run_time_(program_lifecycle_phase),0,N,
1215,Computational_complexity_theory,Object-oriented_programming,0,N,
1216,Assembly_language,C++,0,N,
1217,Shortest_path_problem,Dynamic_programming,0,N,
1218,Concurrency_control,Database_normalization,0,N,
1219,Graph_theory,Game_theory,0,N,
1220,Prototype,C++,0,N,
1221,Concurrent_computing,Distributed_computing,0,N,
1222,Fourier_analysis,Statistical_hypothesis_testing,0,N,
1223,Database,Distributed_computing,0,N,
1224,Data_mining,Robotics,0,N,
1225,Lisp_(programming_language),Procedural_programming,0,N,
1226,Cryptography,Computational_geometry,0,N,
1227,Computational_geometry,Database,0,N,
1228,C_(programming_language),Linked_list,0,N,
1229,Concurrency_control,SQL,0,N,
1230,Determinism,Inference,0,N,
1231,Computational_complexity_theory,Combinatorial_optimization,0,N,
1232,Matrix_(mathematics),Spanning_tree,0,N,
1233,Kernel_(operating_system),Graphical_user_interface,0,N,
1234,Automatic_programming,Object-oriented_programming,0,N,
1235,Mathematical_proof,Functional_programming,0,N,
1236,Scripting_language,Functional_programming,0,N,
1237,Linear_programming,Discrete_mathematics,0,N,
1238,Central_processing_unit,Combinational_logic,0,N,
1239,Malware,Email,0,N,
1240,Geometry,Graph_theory,0,N,
1241,File_system,Graphical_user_interface,0,N,
1242,SQL,Perl,0,N,
1243,Parallel_computing,Procedural_programming,0,N,
1244,Prolog,C++,0,N,
1245,Graph_theory,Linear_programming,0,N,
1246,Poisson_distribution,Statistical_hypothesis_testing,0,N,
1247,User_interface,Java_(programming_language),0,N,
1248,Hash_table,Amortized_analysis,0,N,
1249,Concurrency_(computer_science),Computational_complexity_theory,0,N,
1250,Theoretical_computer_science,Mathematical_optimization,0,N,
1251,Expert_system,Artificial_neural_network,0,N,
1252,Assembly_language,Data_structure,0,N,
1253,Formal_methods,Object-oriented_programming,0,N,
1254,Simulation,Computer_graphics,0,N,
1255,Simulation,Scientific_visualization,0,N,
1256,Time_complexity,Hash_table,0,N,
1257,Combinatorics,Number_theory,0,N,
1258,User_interface,Algorithm,0,N,
1259,Linear_system,Eigenvalues_and_eigenvectors,0,N,
1260,Virtual_memory,Processor_register,0,N,
1261,Web_server,Kernel_(operating_system),0,N,
1262,Cryptography,Computer_network,0,N,
1263,Parallel_computing,Combinatorics,0,N,
1264,Algorithm,Randomness,0,N,
1265,Microprocessor,Synchronization,0,N,
1266,Cell_(biology),Computer_science,0,N,
1267,Thread_(computing),Object-oriented_programming,0,N,
1268,Modular_programming,Functional_programming,0,N,
1269,Bioinformatics,Procedural_programming,0,N,
1270,Database,Information_retrieval,0,N,
1271,Pipeline_(computing),Digital_electronics,0,N,
1272,Cryptography,Graph_theory,0,N,
1273,Partial_differential_equation,Recurrence_relation,0,N,
1274,Expert_system,Logic_programming,0,N,
1275,Data_structure,Computational_complexity_theory,0,N,
1276,Cryptanalysis,Traffic_analysis,0,N,
1277,Operating_system,Numerical_analysis,0,N,
1278,NP-completeness,Propositional_calculus,0,N,
1279,Database,User_interface,0,N,
1280,Gradient_descent,Dynamic_programming,0,N,
1281,Mathematical_optimization,Software_engineering,0,N,
1282,Large_deviations_theory,Markov_chain,0,N,
1283,Geometry,Number_theory,0,N,
1284,Information_theory,Programming_language,0,N,
1285,Distributed_computing,Number_theory,0,N,
1286,Linear_programming,Graph_theory,0,N,
1287,Bioinformatics,Combinatorics,0,N,
1288,SQL,Java_(programming_language),0,N,
1289,Parsing,Computational_geometry,0,N,
1290,Computer_architecture,Finite-state_machine,0,N,
1291,Randomized_algorithm,NP-completeness,0,N,
1292,Computational_complexity_theory,Knowledge_representation_and_reasoning,0,N,
1293,Relational_database,Graph_theory,0,N,
1294,Combinatorics,Parallel_computing,0,N,
1295,Type_theory,Structural_induction,0,N,
1296,Graph_theory,Computational_chemistry,0,N,
1297,Natural_language,Machine_learning,0,N,
1298,Microcode,Finite-state_machine,0,N,
1299,Interface_(computing),String_(computer_science),0,N,
1300,Artificial_intelligence,Cryptography,0,N,
1301,Computer_vision,Knowledge_representation_and_reasoning,0,N,
1302,Asymptotic_analysis,Computer_science,0,N,
1303,Computer_architecture,Combinational_logic,0,N,
1304,Numerical_analysis,Molecular_dynamics,0,N,
1305,Matrix_(mathematics),Floating_point,0,N,
1306,Exponential_family,Statistical_hypothesis_testing,0,N,
1307,Simulation,Theoretical_computer_science,0,N,
1308,Transaction_processing,Database_normalization,0,N,
1309,Programming_paradigm,Cryptography,0,N,
1310,Sentiment_analysis,Question_answering,0,N,
1311,Divide_and_conquer_algorithms,Debugging,0,N,
1312,MATLAB,Python_(programming_language),0,N,
1313,Concurrency_control,Graph_theory,0,N,
1314,Mathematical_optimization,Graph_theory,0,N,
1315,Social_network,Computer_network,0,N,
1316,Graph_theory,First-order_logic,0,N,
1317,Discretization,Recurrence_relation,0,N,
1318,Computational_geometry,Concurrency_(computer_science),0,N,
1319,Graph_theory,Parallel_computing,0,N,
1320,Data_mining,Logic_programming,0,N,
1321,Mathematics,Library,0,N,
1322,Computer_network,Java_(programming_language),0,N,
1323,Automatic_programming,Parallel_computing,0,N,
1324,Artificial_neural_network,Computer_vision,0,N,
1325,Haskell_(programming_language),Python_(programming_language),0,N,
1326,Haskell_(programming_language),Object-oriented_programming,0,N,
1327,Object-oriented_programming,Parallel_computing,0,N,
1328,Database,Computational_geometry,0,N,
1329,Data_structure,C_(programming_language),0,N,
1330,Relational_database,Computational_chemistry,0,N,
1331,Theory_of_computation,Computational_chemistry,0,N,
1332,Object-oriented_programming,Control_flow,0,N,
1333,Polymorphism_(computer_science),Exception_handling,0,N,
1334,Computer_file,Analysis_of_algorithms,0,N,
1335,Computer_network,Encryption,0,N,
1336,Parallel_computing,Recursion_(computer_science),0,N,
1337,Transaction_processing,Computational_complexity_theory,0,N,
1338,Memory_management,String_(computer_science),0,N,
1339,Computational_geometry,Parallel_computing,0,N,
1340,Literature,Mathematics,0,N,
1341,Hierarchy,Object-oriented_programming,0,N,
1342,Hash_function,Computational_geometry,0,N,
1343,Functional_programming,Modular_programming,0,N,
1344,Artificial_intelligence,Compiler,0,N,
1345,Computational_geometry,Functional_programming,0,N,
1346,Computational_geometry,Object-oriented_programming,0,N,
1347,Data_mining,Procedural_programming,0,N,
1348,Graph_theory,Cryptography,0,N,
1349,P_versus_NP_problem,Graph_theory,0,N,
1350,Computational_complexity_theory,Game_theory,0,N,
1351,Bioinformatics,Functional_programming,0,N,
1352,Computer_security,Processor_register,0,N,
1353,Concurrency_control,Computer_network,0,N,
1354,Decidability_(logic),Programming_language,0,N,
1355,Fourier_analysis,Randomness,0,N,
1356,Concurrent_computing,Modular_programming,0,N,
1357,Automatic_programming,Procedural_programming,0,N,
1358,MapReduce,Database,0,N,
1359,XML,User_interface,0,N,
1360,Database,Numerical_analysis,0,N,
1361,Parallel_computing,Formal_methods,0,N,
1362,Parsing,World_Wide_Web,0,N,
1363,Game_theory,Graph_theory,0,N,
1364,Parsing,Numerical_analysis,0,N,
1365,Part-of-speech_tagging,Java_(programming_language),0,N,
1366,Concurrent_computing,Computer_network,0,N,
1367,Number_theory,Computational_chemistry,0,N,
1368,Transaction_processing,Relational_model,0,N,
1369,Dynamic_programming,Divide_and_conquer_algorithms,0,N,
1370,Fixed_point_(mathematics),Game_theory,0,N,
1371,Algorithm,Natural_language,0,N,
1372,Concurrency_control,NoSQL,0,N,
1373,Project_management,Object-oriented_programming,0,N,
1374,Programming_language,Dynamic_programming,0,N,
1375,MapReduce,SQL,0,N,
1376,Natural_language,Sequence_alignment,0,N,
1377,Data_mining,Combinatorics,0,N,
1378,Bioinformatics,Object-oriented_programming,0,N,
1379,Communications_protocol,C_(programming_language),0,N,
1380,Machine_learning,Knowledge_representation_and_reasoning,0,N,
1381,Programming_language,Halting_problem,0,N,
1382,Graph_theory,Software_design,0,N,
1383,Concurrency_(computer_science),Number_theory,0,N,
1384,Scheduling_(computing),Graphical_user_interface,0,N,
1385,Input/output,Central_processing_unit,0,N,
1386,Database_index,Graph_theory,0,N,
1387,Object-oriented_programming,Prolog,0,N,
1388,Concurrency_control,Query_language,0,N,
1389,Visualization_(graphics),Computational_complexity_theory,0,S,
1390,Knowledge_representation_and_reasoning,Computational_chemistry,0,N,
1391,Graph_theory,Programming_language,0,N,
1392,Object-oriented_programming,Lisp_(programming_language),0,N,
1393,Artificial_intelligence,Linked_list,0,N,
1394,Computer_programming,Instruction_set,0,N,
1395,Computational_complexity_theory,Information_theory,0,N,
1396,Graph_theory,Combinatorial_optimization,0,N,
1397,Statistics,Computer,0,N,
1398,Complex_systems,Synchronization,0,N,
1399,Hash_table,Python_(programming_language),0,N,
1400,Data_mining,SQL,0,N,
1401,Array_data_structure,C++,0,N,
1402,Malware,Encryption,0,N,
1403,Logic_programming,Object-oriented_programming,0,N,
1404,Java_(programming_language),Debugging,0,N,
1405,Debugging,Exception_handling,0,N,
1406,Virtual_memory,Graphical_user_interface,0,N,
1407,Bioinformatics,String_(computer_science),0,N,
1408,Data_structure,Exception_handling,0,N,
1409,Abstraction_(computer_science),Control_flow,0,N,
1410,Distributed_computing,Computational_geometry,0,N,
1411,Application_programming_interface,Compiler,0,N,
1412,Probability,Reason,0,N,
1413,Lazy_evaluation,Input/output,0,N,
1414,C_(programming_language),Compiler,0,N,
1415,Computer_graphics,Parallel_computing,0,N,
1416,Newton's_method,Dynamic_programming,0,N,
1417,Functional_programming,Compiler,0,N,
1418,Foundations_of_mathematics,Functional_programming,0,N,
1419,Control_flow,Python_(programming_language),0,N,
1420,Input/output,Operating_system,0,N,
1421,Linear_programming,Computational_geometry,0,N,
1422,Number_theory,Programming_language,0,N,
1423,Dynamic_programming,Flow_network,0,N,
1424,Concurrency_(computer_science),Graph_theory,0,N,
1425,Mathematical_optimization,Eigenvalues_and_eigenvectors,0,N,
1426,Architecture,Computer_science,0,N,
1427,Knowledge,Robotics,0,N,
1428,Garbage_collection_(computer_science),Assembly_language,0,N,
1429,Time_complexity,Recursion_(computer_science),0,N,
1430,Shortest_path_problem,Flow_network,0,N,
1431,Algorithm,String_(computer_science),0,N,
1432,Syntax,Assembly_language,0,N,
1433,High-level_programming_language,Computer_architecture,0,N,
1434,Parsing,Number_theory,0,N,
1435,Specification_(technical_standard),Software_development,0,N,
1436,Computer_graphics,Microprocessor,0,N,
1437,Parallel_algorithm,Numerical_analysis,0,N,
1438,Programming_paradigm,Algorithm,0,N,
1439,Query_optimization,NoSQL,0,N,
1440,Natural_language_processing,Computational_geometry,0,N,
1441,Shortest_path_problem,Computational_geometry,0,N,
1442,Transaction_processing,Relational_database,0,N,
1443,Artificial_intelligence,Combinatorics,0,N,
1444,Discrete_mathematics,Eigenvalues_and_eigenvectors,0,N,
1445,Object-oriented_programming,Modular_programming,0,N,
1446,OSI_model,Computer_file,0,N,
1447,Software_testing,String_(computer_science),0,N,
1448,Computer,Security,0,N,
1449,Computational_complexity_theory,Graph_theory,0,N,
1450,Haskell_(programming_language),String_(computer_science),0,N,
1451,Database_index,Database_normalization,0,N,
1452,Object-oriented_programming,Higher-order_function,0,N,
1453,Number_theory,Algorithm,0,N,
1454,Modular_arithmetic,Computer_science,0,N,
1455,HTML,Object-oriented_programming,0,N,
1456,Combinatorics,Formal_language,0,N,
1457,Logic,Graph_theory,0,N,
1458,Approximation_algorithm,Linear_programming,0,N,
1459,Robotics,Graph_theory,0,N,
1460,Syntax,Graph_theory,0,N,
1461,Application_programming_interface,Python_(programming_language),0,N,
1462,Combinatorics,Programming_language,0,N,
1463,NP-completeness,Modular_arithmetic,0,N,
1464,Concurrency_control,Computational_complexity_theory,0,N,
1465,Graph_theory,Combinatorial_optimization,0,N,
1466,Java_(programming_language),C++,0,N,
1467,Logic_programming,Generic_programming,0,N,
1468,Data_structure,Modular_programming,0,N,
1469,Finite_difference,Differential_equation,0,N,
1470,Algorithm,Number_theory,0,N,
1471,C_(programming_language),Graphical_user_interface,0,N,
1472,Graph_theory,Finite_set,0,N,
1473,Database,Number_theory,0,N,
1474,C++,Java_(programming_language),0,N,
1475,Statistics,Graph_theory,0,N,
1476,Discrete_mathematics,Linear_system,0,N,
1477,Numerical_analysis,Interpolation,0,N,
1478,String_(computer_science),Thread_(computing),0,N,
1479,Mathematical_optimization,Discrete_mathematics,0,N,
1480,Database,Graph_theory,0,N,
1481,Numerical_analysis,Graph_theory,0,N,
1482,Combinatorics,Computational_geometry,0,N,
1483,Database,Combinatorics,0,N,
1484,Data_mining,Functional_programming,0,N,
1485,Computational_chemistry,Computational_geometry,0,N,
1486,Fast_Fourier_transform,Graph_theory,0,N,
1487,Bioinformatics,Artificial_intelligence,0,N,
1488,NP_(complexity),Formal_language,0,N,
1489,Structured_programming,Automatic_programming,0,N,
1490,Database,Graph_theory,0,N,
1491,Assembly_language,Structured_programming,0,N,
1492,Database_transaction,Graph_theory,0,N,
1493,Eigenvalues_and_eigenvectors,Floating_point,0,N,
1494,CPU_cache,Instruction_set,0,N,
1495,Lexical_semantics,PageRank,0,N,
1496,Perl,Python_(programming_language),0,N,
1497,OSI_model,C++,0,N,
1498,Cryptography,E-commerce,0,N,
1499,Number_theory,Logic_programming,0,N,
1500,Knowledge_representation_and_reasoning,Functional_programming,0,N,
1501,Computational_complexity_theory,First-order_logic,0,N,
1502,Data_structure,Number_theory,0,N,
1503,Aerospace,Speech_recognition,0,N,
1504,Simulation,Robotics,0,N,
1505,Database_index,Relational_model,0,N,
1506,Information_theory,Data_mining,0,N,
1507,Geometry,Mathematical_optimization,0,N,
1508,Parametric_polymorphism,Exception_handling,0,N,
1509,Calculus,Probability_theory,0,N,
1510,Concurrency_control,Relational_model,0,N,
1511,Graphical_user_interface,C_(programming_language),0,N,
1512,ML_(programming_language),C++,0,N,
1513,Mathematical_optimization,Numerical_analysis,0,N,
1514,Computer_architecture,Microcode,0,N,
1515,Constraint_satisfaction,C++,0,N,
1516,Object-oriented_programming,Graph_theory,0,N,
1517,Combinatorics,Compiler,0,N,
1518,Medicine,Cluster_analysis,0,N,
1519,OSI_model,Remote_procedure_call,0,N,
1520,Assembly_language,Object-oriented_programming,0,N,
1521,Theory_of_computation,Graph_theory,0,N,
1522,Database,Combinatorics,0,N,
1523,Number_theory,Combinatorics,0,N,
1524,Internet,Programming_language,0,N,
1525,File_system,Computer_network,0,N,
1526,Data_structure,Automata_theory,0,N,
1527,Parsing,Artificial_intelligence,0,N,
1528,Economics,Linear_programming,0,N,
1529,Numerical_analysis,Parallel_computing,0,N,
1530,Regular_expression,Java_(programming_language),0,N,
1531,NP-completeness,Shortest_path_problem,0,N,
1532,Computational_geometry,Cryptography,0,N,
1533,Parallel_computing,CPU_cache,0,N,
1534,Input/output,Virtual_memory,0,N,
1535,Denotational_semantics,Formal_verification,0,N,
1536,Programming_language,Combinatorics,0,N,
1537,Database,Object-oriented_programming,0,N,
1538,SQL,Control_flow,0,N,
1539,Lisp_(programming_language),Object-oriented_programming,0,N,
1540,Concurrency_control,Number_theory,0,N,
1541,Aerospace,Artificial_intelligence,0,N,
1542,Memory_hierarchy,Assembly_language,0,N,
1543,Graph_theory,Random_variable,0,N,
1544,OSI_model,Object_(computer_science),0,N,
1545,Calculus,Mathematical_induction,0,N,
1546,Statistics,Mathematical_optimization,0,N,
1547,Computer_science,Mathematical_model,0,N,
1548,Finite_difference,Recurrence_relation,0,N,
1549,Parametric_polymorphism,Object-oriented_programming,0,N,
1550,Cryptography,Email,0,N,
1551,SQL,Graph_theory,0,N,
1552,Natural_language,Knowledge_representation_and_reasoning,0,N,
1553,Fourier_analysis,Number_theory,0,N,
1554,JavaScript,Graphical_user_interface,0,N,
1555,Computational_complexity_theory,Programming_language,0,N,
1556,Web_browser,Java_(programming_language),0,N,
1557,Speech_recognition,Software_engineering,0,N,
1558,Unix,Object-oriented_programming,0,N,
1559,C++,Compiler,0,N,
1560,Graph_theory,Data_structure,0,N,
1561,Software_engineering,Graph_theory,0,N,
1562,User_interface,Combinatorics,0,N,
1563,Feature_extraction,MATLAB,0,N,
1564,SQL,Analysis_of_algorithms,0,N,
1565,Object-oriented_programming,Library_(computing),0,N,
1566,User_interface,Logic_programming,0,N,
1567,Information_theory,Markov_chain,0,N,
1568,Ray_tracing_(graphics),Parallel_computing,0,N,
1569,Forensic_science,Information_assurance,0,N,
1570,Computer_security,Communication,0,N,
1571,Combinatorics,Formal_grammar,0,N,
1572,JavaScript,Java_(programming_language),0,N,
1573,User_interface,Functional_programming,0,N,
1574,Motion_planning,Computational_complexity_theory,0,N,
1575,Knowledge_representation_and_reasoning,Combinatorics,0,N,
1576,Grammar,Theory_of_computation,0,N,
1577,Visual_perception,Scientific_modelling,0,N,
1578,Number_theory,Mathematical_optimization,0,N,
1579,Computational_chemistry,Cryptography,0,N,
1580,Compiler,Lisp_(programming_language),0,N,
1581,Turing_machine,Programming_language,0,N,
1582,Imperative_programming,Algorithm,0,N,
1583,Graph_theory,Computational_complexity_theory,0,N,
1584,Machine_learning,Computational_geometry,0,N,
1585,Combinational_logic,Finite-state_machine,0,N,
1586,Garbage_collection_(computer_science),Object-oriented_programming,0,N,
1587,Lazy_evaluation,Python_(programming_language),0,N,
1588,Data_mining,Knowledge_representation_and_reasoning,0,N,
1589,Image,Graph_theory,0,N,
1590,C++,Computer_architecture,0,N,
1591,HTML,Algorithm,0,N,
1592,Algorithm,Iteration,0,N,
1593,Architecture,Software_engineering,0,N,
1594,Computer_vision,Computer_graphics,0,N,
1595,Communications_protocol,Assembly_language,0,N,
1596,Computer_vision,3D_computer_graphics,0,N,
1597,Compiler,C_(programming_language),0,N,
1598,Parsing,Combinatorics,0,N,
1599,Computer_network,Kernel_(operating_system),0,N,
1600,Programming_language,Theory_of_computation,0,N,
1601,Computational_complexity_theory,Mathematical_optimization,0,N,
1602,Shortest_path_problem,Finite-state_machine,0,N,
1603,Parsing,Graph_theory,0,N,
1604,Differential_equation,Numerical_analysis,0,N,
1605,Hierarchy,Recursion,0,N,
1606,Propositional_calculus,NP-completeness,0,N,
1607,Machine_learning,Computational_chemistry,0,N,
1608,Microcode,Combinational_logic,0,N,
1609,MATLAB,Operating_system,0,N,
1610,Graph_theory,Automata_theory,0,N,
1611,Parallel_computing,Finite-state_machine,0,N,
1612,Information_retrieval,Relational_model,0,N,
1613,Bioinformatics,Software_engineering,0,N,
1614,Profiling_(computer_programming),Debugging,0,N,
1615,Pushdown_automaton,Regular_language,0,N,
1616,Object-oriented_programming,C_(programming_language),0,N,
1617,Automata_theory,Compiler,0,N,
1618,JavaScript,Compiler,0,N,
1619,Compiler,C++,0,N,
1620,Information_theory,Computer_vision,0,N,
1621,Eigenvalues_and_eigenvectors,Discrete_mathematics,0,N,
1622,Combinatorics,Software_engineering,0,N,
1623,Object-oriented_programming,String_(computer_science),0,N,
1624,Instruction_set,Computer_programming,0,N,
1625,Architecture,Artificial_intelligence,0,N,
1626,Algorithm_design,Object-oriented_programming,0,N,
1627,Computer_graphics,Graph_theory,0,N,
1628,Programming_paradigm,Operating_system,0,N,
1629,Abstraction_(computer_science),Algorithm,0,N,
1630,Relational_database,Object-oriented_programming,0,N,
1631,Transaction_processing,Graph_theory,0,N,
1632,Analysis_of_algorithms,Programming_language,0,N,
1633,Data_structure,Functional_programming,0,N,
1634,Computer_graphics,Combinatorics,0,N,
1635,Algorithm,Turing_machine,0,N,
1636,Inter-process_communication,Computer_programming,0,N,
1637,Software_engineering,Parsing,0,N,
1638,JavaScript,C_(programming_language),0,N,
1639,Logic_programming,Analysis_of_algorithms,0,N,
1640,Randomized_algorithm,Turing_machine,0,N,
1641,Java_(programming_language),Python_(programming_language),0,N,
1642,User_interface,Procedural_programming,0,N,
1643,Rendering_(computer_graphics),Graphics_processing_unit,0,N,
1644,Functional_programming,Software_design,0,N,
1645,Fourier_analysis,Correlation_and_dependence,0,N,
1646,Relational_database,Software_design,0,N,
1647,Computational_geometry,Automata_theory,0,N,
1648,Determinism,Randomness,0,N,
1649,Polynomial,Matrix_(mathematics),0,N,
1650,Computational_chemistry,Graph_theory,0,N,
1651,Algorithm,C++,0,N,
1652,Relational_database,User_interface,0,N,
1653,Graph_theory,Physics,0,N,
1654,Database_index,Transaction_processing,0,N,
1655,Parallel_computing,Logic_programming,0,N,
1656,Scalability,Algorithm,0,N,
1657,Computer_network,Privacy,0,N,
1658,User_interface,Object-oriented_programming,0,N,
1659,Visualization_(graphics),Graph_theory,0,N,S
1660,Security,Computer,0,N,
1661,Operating_system,Java_(programming_language),0,N,
1662,Lisp_(programming_language),ML_(programming_language),0,N,
1663,Embedded_system,Debugging,0,N,
1664,Geometry,Numerical_analysis,0,N,
1665,Database,Parallel_computing,0,N,
1666,Parametric_polymorphism,Object_(computer_science),0,N,
1667,Java_(programming_language),Computer_architecture,0,N,
1668,Computer_science,Mathematical_induction,0,N,
1669,System_programming,Debugging,0,N,
1670,Algorithm,Round-off_error,0,N,
1671,Semidefinite_programming,Flow_network,0,N,
1672,Finite-state_machine,Context-free_language,0,N,
1673,Pattern_matching,Control_flow,0,N,
1674,Computational_complexity_theory,Robotics,0,N,
1675,Expert_system,C_(programming_language),0,N,
1676,Sufficient_statistic,Poisson_distribution,0,N,
1677,Perl,Operating_system,0,N,
1678,Combinatorics,Object-oriented_programming,0,N,
1679,Compiler,Application_programming_interface,0,N,
1680,Data_structure,Object-oriented_programming,0,N,
1681,Genetic_algorithm,Data_structure,0,N,
1682,Semantics,Mathematical_proof,0,N,
1683,Computational_complexity_theory,Automata_theory,0,N,
1684,Lisp_(programming_language),C++,0,N,
1685,Query_optimization,Dynamic_programming,0,N,
1686,Automata_theory,Parsing,0,N,
1687,Vulnerability_(computing),Computer_programming,0,N,
1688,Expander_graph,Algorithm,0,N,
